9,1,6,5,8,3,4,7,2
2,8,5,1,7,4,3,6,9
3,4,7,6,2,9,8,5,1
1,5,3,2,4,8,6,9,7
6,9,4,3,1,7,2,8,5
8,7,2,9,5,6,1,4,3
5,2,8,4,9,1,7,3,6
4,3,1,7,6,5,9,2,8
7,6,9,8,3,2,5,1,4
